"nombre";"votacion";"link"
"Erika Olivera De La Fuente";"A favor";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32537"
"José Miguel Ortiz Novoa";"A favor";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32537"
"Ximena Ossandón Irarrázabal";"A favor";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32537"
"Luis Pardo Sáinz";"A favor";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32537"
"Diego Paulsen Kehr";"A favor";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32537"
"José Pérez Arriagada";"A favor";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32537"
"Leopoldo Pérez Lahsen";"A favor";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32537"
"Joanna Pérez Olea";"A favor";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32537"
"Pablo Prieto Lorca";"A favor";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32537"
"Guillermo Ramírez Diez";"A favor";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32537"
"Jorge Rathgeb Schifferli";"A favor";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32537"
"Rolando Rentería Moller";"A favor";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32537"
"Hugo Rey Martínez";"A favor";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32537"
"Leonidas Romero Sáez";"A favor";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32537"
"Jorge Sabag Villalobos";"A favor";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32537"
"Marcela Sabat Fernández";"A favor";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32537"
"Gustavo Sanhueza Dueñas";"A favor";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32537"
"Alejandro Santana Tirachini";"A favor";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32537"
"Diego Schalper Sepúlveda";"A favor";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32537"
"Alexis Sepúlveda Soto";"A favor";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32537"
"Gabriel Silber Romo";"A favor";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32537"
"Sebastián Torrealba Alvarado";"A favor";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32537"
"Víctor Torres Jeldes";"A favor";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32537"
"Renzo Trisotti Martínez";"A favor";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32537"
"Virginia Troncoso Hellman";"A favor";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32537"
"Francisco Undurraga Gazitúa";"A favor";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32537"
"Ignacio Urrutia Bonilla";"A favor";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32537"
"Osvaldo Urrutia Soto";"A favor";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32537"
"Cristóbal Urruticoechea Ríos";"A favor";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32537"
"Enrique Van Rysselberghe Herrera";"A favor";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32537"
"Pedro Velásquez Seguel";"A favor";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32537"
"Daniel Verdessi Belemmi";"A favor";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32537"
"Gastón Von Mühlenbrock Zamora";"A favor";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32537"
"Matías Walker Prieto";"A favor";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32537"
"Florcita Alarcón Rojas";"En contra";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32537"
"René Alinco Bustos";"En contra";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32537"
"Jenny Álvarez Vera";"En contra";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32537"
"Boris Barrera Moreno";"En contra";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32537"
"Karim Bianchi Retamales";"En contra";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32537"
"Gabriel Boric Font";"En contra";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32537"
"Jorge Brito Hasbún";"En contra";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32537"
"Karol Cariola Oliva";"En contra";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32537"
"Loreto Carvajal Ambiado";"En contra";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32537"
"Natalia Castillo Muñoz";"En contra";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32537"
"Juan Luis Castro González";"En contra";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32537"
"Ricardo Celis Araya";"En contra";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32537"
"Daniella Cicardini Milla";"En contra";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32537"
"Miguel Crispi Serrano";"En contra";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32537"
"Marcelo Díaz Díaz";"En contra";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32537"
"Fidel Espinoza Sandoval";"En contra";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32537"
"Maya Fernández Allende";"En contra";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32537"
"Renato Garín González";"En contra";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32537"
"Cristina Girardi Lavín";"En contra";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32537"
"Félix González Gatica";"En contra";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32537"
"Rodrigo González Torres";"En contra";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32537"
"Hugo Gutiérrez Gálvez";"En contra";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32537"
"Carmen Hertz Cádiz";"En contra";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32537"
"Tomás Hirsch Goldschmidt";"En contra";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32537"
"Diego Ibáñez Cotroneo";"En contra";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32537"
"Marcos Ilabaca Cerda";"En contra";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32537"
"Giorgio Jackson Drago";"En contra";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32537"
"Pamela Jiles Moreno";"En contra";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32537"
"Tucapel Jiménez Fuentes";"En contra";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32537"
"Raúl Leiva Carvajal";"En contra";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32537"
"Carolina Marzán Pinto";"En contra";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32537"
"Claudia Mix Jiménez";"En contra";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32537"
"Manuel Monsalve Benavides";"En contra";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32537"
"Jaime Mulet Martínez";"En contra";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32537"
"Jaime Naranjo Ortiz";"En contra";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32537"
"Daniel Núñez Arancibia";"En contra";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32537"
"Emilia Nuyado Ancapichún";"En contra";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32537"
"Maite Orsini Pascal";"En contra";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32537"
"Andrea Parra Sauterel";"En contra";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32537"
"Catalina Pérez Salinas";"En contra";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32537"
"Luis Rocafull López";"En contra";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32537"
"Camila Rojas Valderrama";"En contra";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32537"
"Gastón Saavedra Chandía";"En contra";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32537"
"René Saffirio Espinoza";"En contra";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32537"
"Raúl Saldívar Auger";"En contra";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32537"
"Juan Santana Castillo";"En contra";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32537"
"Marisela Santibáñez Novoa";"En contra";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32537"
"Marcelo Schilling Rodríguez";"En contra";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32537"
"Alejandra Sepúlveda Orbenes";"En contra";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32537"
"Leonardo Soto Ferrada";"En contra";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32537"
"Jaime Tohá González";"En contra";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32537"
"Camila Vallejo Dowling";"En contra";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32537"
"Esteban Velásquez Núñez";"En contra";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32537"
"Mario Venegas Cárdenas";"En contra";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32537"
"Pablo Vidal Rojas";"En contra";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32537"
"Gonzalo Winter Etcheberry";"En contra";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32537"
"Gael Yeomans Araya";"En contra";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32537"
"Alejandro Bernales Maldonado";"Abstención";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32537"
"Vlado Mirosevic Verdugo";"Abstención";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32537"
"Raúl Soto Mardones";"Abstención";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32537"
"Jorge Alessandri Vergara";"A favor";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32536"
"Sebastián Álvarez Ramírez";"A favor";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32536"
"Pedro Pablo Alvarez-Salamanca Ramírez";"A favor";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32536"
"Sandra Amar Mancilla";"A favor";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32536"
"Pepe Auth Stewart";"A favor";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32536"
"Nino Baltolu Rasera";"A favor";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32536"
"Ramón Barros Montero";"A favor";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32536"
"Jaime Bellolio Avaria";"A favor";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32536"
"Bernardo Berger Fett";"A favor";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32536"
"Sergio Bobadilla Muñoz";"A favor";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32536"
"Miguel Ángel Calisto Águila";"A favor";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32536"
"Álvaro Carter Fernández";"A favor";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32536"
"José Miguel Castro Bascuñán";"A favor";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32536"
"Andrés Celis Montt";"A favor";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32536"
"Sofía Cid Versalovic";"A favor";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32536"
"Juan Antonio Coloma Álamos";"A favor";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32536"
"Luciano Cruz-Coke Carvallo";"A favor";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32536"
"Catalina Del Real Mihovilovic";"A favor";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32536"
"Mario Desbordes Jiménez";"A favor";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32536"
"Jorge Durán Espinoza";"A favor";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32536"
"Eduardo Durán Salinas";"A favor";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32536"
"Francisco Eguiguren Correa";"A favor";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32536"
"Iván Flores García";"A favor";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32536"
"Camila Flores Oporto";"A favor";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32536"
"Juan Fuenzalida Cobo";"A favor";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32536"
"Gonzalo Fuenzalida Figueroa";"A favor";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32536"
"Sergio Gahona Salazar";"A favor";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32536"
"Ramón Galleguillos Castillo";"A favor";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32536"
"René Manuel García García";"A favor";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32536"
"Javier Hernández Hernández";"A favor";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32536"
"María José Hoffmann Opazo";"A favor";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32536"
"Carlos Abel Jarpa Wevar";"A favor";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32536"
"Harry Jürgensen Rundshagen";"A favor";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32536"
"Pablo Kast Sommerhoff";"A favor";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32536"
"Sebastián Keitel Bianchi";"A favor";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32536"
"Issa Kort Garriga";"A favor";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32536"
"Carlos Kuschel Silva";"A favor";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32536"
"Joaquín Lavín León";"A favor";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32536"
"Andrés Longton Herrera";"A favor";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32536"
"Pablo Lorenzini Basso";"A favor";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32536"
"Karin Luck Urban";"A favor";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32536"
"Javier Macaya Danús";"A favor";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32536"
"Manuel Matta Aragay";"A favor";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32536"
"Patricio Melero Abaroa";"A favor";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32536"
"Miguel Mellado Suazo";"A favor";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32536"
"Fernando Meza Moncada";"A favor";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32536"
"Andrés Molina Magofke";"A favor";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32536"
"Celso Morales Muñoz";"A favor";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32536"
"Cristhian Moreira Barros";"A favor";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32536"
"Francesca Muñoz González";"A favor";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32536"
"Nicolás Noman Garrido";"A favor";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32536"
"Paulina Núñez Urrutia";"A favor";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32536"
"Erika Olivera De La Fuente";"A favor";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32536"
"José Miguel Ortiz Novoa";"A favor";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32536"
"Ximena Ossandón Irarrázabal";"A favor";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32536"
"Luis Pardo Sáinz";"A favor";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32536"
"Diego Paulsen Kehr";"A favor";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32536"
"José Pérez Arriagada";"A favor";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32536"
"Leopoldo Pérez Lahsen";"A favor";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32536"
"Joanna Pérez Olea";"A favor";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32536"
"Pablo Prieto Lorca";"A favor";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32536"
"Guillermo Ramírez Diez";"A favor";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32536"
"Jorge Rathgeb Schifferli";"A favor";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32536"
"Rolando Rentería Moller";"A favor";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32536"
"Hugo Rey Martínez";"A favor";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32536"
"Leonidas Romero Sáez";"A favor";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32536"
"Jorge Sabag Villalobos";"A favor";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32536"
"Marcela Sabat Fernández";"A favor";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32536"
"Gustavo Sanhueza Dueñas";"A favor";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32536"
"Alejandro Santana Tirachini";"A favor";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32536"
"Diego Schalper Sepúlveda";"A favor";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32536"
"Gabriel Silber Romo";"A favor";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32536"
"Sebastián Torrealba Alvarado";"A favor";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32536"
"Renzo Trisotti Martínez";"A favor";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32536"
"Virginia Troncoso Hellman";"A favor";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32536"
"Francisco Undurraga Gazitúa";"A favor";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32536"
"Ignacio Urrutia Bonilla";"A favor";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32536"
"Osvaldo Urrutia Soto";"A favor";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32536"
"Cristóbal Urruticoechea Ríos";"A favor";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32536"
"Enrique Van Rysselberghe Herrera";"A favor";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32536"
"Pedro Velásquez Seguel";"A favor";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32536"
"Daniel Verdessi Belemmi";"A favor";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32536"
"Gastón Von Mühlenbrock Zamora";"A favor";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32536"
"Matías Walker Prieto";"A favor";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32536"
"Florcita Alarcón Rojas";"En contra";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32536"
"René Alinco Bustos";"En contra";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32536"
"Jenny Álvarez Vera";"En contra";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32536"
"Boris Barrera Moreno";"En contra";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32536"
"Alejandro Bernales Maldonado";"En contra";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32536"
"Karim Bianchi Retamales";"En contra";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32536"
"Gabriel Boric Font";"En contra";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32536"
"Jorge Brito Hasbún";"En contra";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32536"
"Karol Cariola Oliva";"En contra";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32536"
"Loreto Carvajal Ambiado";"En contra";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32536"
"Natalia Castillo Muñoz";"En contra";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32536"
"Juan Luis Castro González";"En contra";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32536"
"Ricardo Celis Araya";"En contra";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32536"
"Daniella Cicardini Milla";"En contra";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32536"
"Miguel Crispi Serrano";"En contra";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32536"
"Marcelo Díaz Díaz";"En contra";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32536"
"Fidel Espinoza Sandoval";"En contra";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32536"
"Maya Fernández Allende";"En contra";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32536"
"Renato Garín González";"En contra";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32536"
"Cristina Girardi Lavín";"En contra";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32536"
"Félix González Gatica";"En contra";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32536"
"Rodrigo González Torres";"En contra";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32536"
"Hugo Gutiérrez Gálvez";"En contra";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32536"
"Marcela Hernando Pérez";"En contra";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32536"
"Carmen Hertz Cádiz";"En contra";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32536"
