"nombre";"votacion";"link"
"Tomás Hirsch Goldschmidt";"En contra";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32536"
"Diego Ibáñez Cotroneo";"En contra";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32536"
"Marcos Ilabaca Cerda";"En contra";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32536"
"Giorgio Jackson Drago";"En contra";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32536"
"Pamela Jiles Moreno";"En contra";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32536"
"Tucapel Jiménez Fuentes";"En contra";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32536"
"Raúl Leiva Carvajal";"En contra";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32536"
"Carolina Marzán Pinto";"En contra";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32536"
"Cosme Mellado Pino";"En contra";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32536"
"Vlado Mirosevic Verdugo";"En contra";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32536"
"Claudia Mix Jiménez";"En contra";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32536"
"Manuel Monsalve Benavides";"En contra";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32536"
"Jaime Mulet Martínez";"En contra";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32536"
"Jaime Naranjo Ortiz";"En contra";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32536"
"Daniel Núñez Arancibia";"En contra";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32536"
"Emilia Nuyado Ancapichún";"En contra";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32536"
"Maite Orsini Pascal";"En contra";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32536"
"Andrea Parra Sauterel";"En contra";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32536"
"Catalina Pérez Salinas";"En contra";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32536"
"Luis Rocafull López";"En contra";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32536"
"Camila Rojas Valderrama";"En contra";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32536"
"Gastón Saavedra Chandía";"En contra";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32536"
"René Saffirio Espinoza";"En contra";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32536"
"Raúl Saldívar Auger";"En contra";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32536"
"Juan Santana Castillo";"En contra";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32536"
"Marisela Santibáñez Novoa";"En contra";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32536"
"Marcelo Schilling Rodríguez";"En contra";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32536"
"Alejandra Sepúlveda Orbenes";"En contra";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32536"
"Alexis Sepúlveda Soto";"En contra";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32536"
"Leonardo Soto Ferrada";"En contra";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32536"
"Raúl Soto Mardones";"En contra";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32536"
"Jaime Tohá González";"En contra";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32536"
"Víctor Torres Jeldes";"En contra";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32536"
"Camila Vallejo Dowling";"En contra";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32536"
"Esteban Velásquez Núñez";"En contra";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32536"
"Mario Venegas Cárdenas";"En contra";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32536"
"Pablo Vidal Rojas";"En contra";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32536"
"Gonzalo Winter Etcheberry";"En contra";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32536"
"Gael Yeomans Araya";"En contra";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32536"
"Jorge Alessandri Vergara";"A favor";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32535"
"Sebastián Álvarez Ramírez";"A favor";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32535"
"Pedro Pablo Alvarez-Salamanca Ramírez";"A favor";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32535"
"Sandra Amar Mancilla";"A favor";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32535"
"Pepe Auth Stewart";"A favor";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32535"
"Nino Baltolu Rasera";"A favor";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32535"
"Ramón Barros Montero";"A favor";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32535"
"Jaime Bellolio Avaria";"A favor";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32535"
"Bernardo Berger Fett";"A favor";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32535"
"Sergio Bobadilla Muñoz";"A favor";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32535"
"Álvaro Carter Fernández";"A favor";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32535"
"José Miguel Castro Bascuñán";"A favor";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32535"
"Andrés Celis Montt";"A favor";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32535"
"Sofía Cid Versalovic";"A favor";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32535"
"Juan Antonio Coloma Álamos";"A favor";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32535"
"Luciano Cruz-Coke Carvallo";"A favor";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32535"
"Catalina Del Real Mihovilovic";"A favor";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32535"
"Mario Desbordes Jiménez";"A favor";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32535"
"Jorge Durán Espinoza";"A favor";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32535"
"Eduardo Durán Salinas";"A favor";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32535"
"Francisco Eguiguren Correa";"A favor";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32535"
"Camila Flores Oporto";"A favor";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32535"
"Juan Fuenzalida Cobo";"A favor";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32535"
"Gonzalo Fuenzalida Figueroa";"A favor";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32535"
"Sergio Gahona Salazar";"A favor";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32535"
"Ramón Galleguillos Castillo";"A favor";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32535"
"René Manuel García García";"A favor";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32535"
"Javier Hernández Hernández";"A favor";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32535"
"María José Hoffmann Opazo";"A favor";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32535"
"Carlos Abel Jarpa Wevar";"A favor";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32535"
"Harry Jürgensen Rundshagen";"A favor";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32535"
"Pablo Kast Sommerhoff";"A favor";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32535"
"Sebastián Keitel Bianchi";"A favor";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32535"
"Issa Kort Garriga";"A favor";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32535"
"Carlos Kuschel Silva";"A favor";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32535"
"Joaquín Lavín León";"A favor";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32535"
"Andrés Longton Herrera";"A favor";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32535"
"Karin Luck Urban";"A favor";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32535"
"Javier Macaya Danús";"A favor";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32535"
"Manuel Matta Aragay";"A favor";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32535"
"Patricio Melero Abaroa";"A favor";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32535"
"Miguel Mellado Suazo";"A favor";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32535"
"Fernando Meza Moncada";"A favor";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32535"
"Andrés Molina Magofke";"A favor";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32535"
"Celso Morales Muñoz";"A favor";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32535"
"Cristhian Moreira Barros";"A favor";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32535"
"Francesca Muñoz González";"A favor";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32535"
"Nicolás Noman Garrido";"A favor";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32535"
"Paulina Núñez Urrutia";"A favor";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32535"
"Erika Olivera De La Fuente";"A favor";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32535"
"Ximena Ossandón Irarrázabal";"A favor";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32535"
"Luis Pardo Sáinz";"A favor";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32535"
"Diego Paulsen Kehr";"A favor";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32535"
"José Pérez Arriagada";"A favor";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32535"
"Leopoldo Pérez Lahsen";"A favor";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32535"
"Pablo Prieto Lorca";"A favor";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32535"
"Guillermo Ramírez Diez";"A favor";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32535"
"Jorge Rathgeb Schifferli";"A favor";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32535"
"Rolando Rentería Moller";"A favor";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32535"
"Hugo Rey Martínez";"A favor";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32535"
"Leonidas Romero Sáez";"A favor";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32535"
"Jorge Sabag Villalobos";"A favor";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32535"
"Marcela Sabat Fernández";"A favor";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32535"
"Gustavo Sanhueza Dueñas";"A favor";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32535"
"Alejandro Santana Tirachini";"A favor";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32535"
"Diego Schalper Sepúlveda";"A favor";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32535"
"Sebastián Torrealba Alvarado";"A favor";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32535"
"Renzo Trisotti Martínez";"A favor";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32535"
"Virginia Troncoso Hellman";"A favor";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32535"
"Francisco Undurraga Gazitúa";"A favor";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32535"
"Ignacio Urrutia Bonilla";"A favor";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32535"
"Osvaldo Urrutia Soto";"A favor";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32535"
"Cristóbal Urruticoechea Ríos";"A favor";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32535"
"Enrique Van Rysselberghe Herrera";"A favor";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32535"
"Daniel Verdessi Belemmi";"A favor";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32535"
"Gastón Von Mühlenbrock Zamora";"A favor";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32535"
"Matías Walker Prieto";"A favor";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32535"
"Florcita Alarcón Rojas";"En contra";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32535"
"René Alinco Bustos";"En contra";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32535"
"Jenny Álvarez Vera";"En contra";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32535"
"Boris Barrera Moreno";"En contra";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32535"
"Alejandro Bernales Maldonado";"En contra";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32535"
"Karim Bianchi Retamales";"En contra";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32535"
"Gabriel Boric Font";"En contra";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32535"
"Jorge Brito Hasbún";"En contra";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32535"
"Karol Cariola Oliva";"En contra";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32535"
"Loreto Carvajal Ambiado";"En contra";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32535"
"Natalia Castillo Muñoz";"En contra";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32535"
"Juan Luis Castro González";"En contra";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32535"
"Ricardo Celis Araya";"En contra";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32535"
"Daniella Cicardini Milla";"En contra";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32535"
"Miguel Crispi Serrano";"En contra";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32535"
"Marcelo Díaz Díaz";"En contra";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32535"
"Fidel Espinoza Sandoval";"En contra";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32535"
"Maya Fernández Allende";"En contra";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32535"
"Iván Flores García";"En contra";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32535"
"Renato Garín González";"En contra";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32535"
"Cristina Girardi Lavín";"En contra";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32535"
"Félix González Gatica";"En contra";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32535"
"Rodrigo González Torres";"En contra";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32535"
"Hugo Gutiérrez Gálvez";"En contra";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32535"
"Marcela Hernando Pérez";"En contra";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32535"
"Carmen Hertz Cádiz";"En contra";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32535"
"Tomás Hirsch Goldschmidt";"En contra";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32535"
"Diego Ibáñez Cotroneo";"En contra";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32535"
"Marcos Ilabaca Cerda";"En contra";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32535"
"Giorgio Jackson Drago";"En contra";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32535"
"Pamela Jiles Moreno";"En contra";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32535"
"Tucapel Jiménez Fuentes";"En contra";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32535"
"Raúl Leiva Carvajal";"En contra";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32535"
"Carolina Marzán Pinto";"En contra";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32535"
"Cosme Mellado Pino";"En contra";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32535"
"Vlado Mirosevic Verdugo";"En contra";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32535"
"Claudia Mix Jiménez";"En contra";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32535"
"Manuel Monsalve Benavides";"En contra";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32535"
"Jaime Mulet Martínez";"En contra";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32535"
"Jaime Naranjo Ortiz";"En contra";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32535"
"Daniel Núñez Arancibia";"En contra";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32535"
"Emilia Nuyado Ancapichún";"En contra";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32535"
"Maite Orsini Pascal";"En contra";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32535"
"Andrea Parra Sauterel";"En contra";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32535"
"Catalina Pérez Salinas";"En contra";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32535"
"Luis Rocafull López";"En contra";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32535"
"Camila Rojas Valderrama";"En contra";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32535"
"Gastón Saavedra Chandía";"En contra";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32535"
"René Saffirio Espinoza";"En contra";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32535"
"Raúl Saldívar Auger";"En contra";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32535"
"Juan Santana Castillo";"En contra";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32535"
"Marisela Santibáñez Novoa";"En contra";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32535"
"Marcelo Schilling Rodríguez";"En contra";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32535"
"Alejandra Sepúlveda Orbenes";"En contra";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32535"
"Alexis Sepúlveda Soto";"En contra";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32535"
"Leonardo Soto Ferrada";"En contra";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32535"
"Raúl Soto Mardones";"En contra";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32535"
"Jaime Tohá González";"En contra";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32535"
"Víctor Torres Jeldes";"En contra";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32535"
"Camila Vallejo Dowling";"En contra";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32535"
"Esteban Velásquez Núñez";"En contra";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32535"
"Pedro Velásquez Seguel";"En contra";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32535"
"Mario Venegas Cárdenas";"En contra";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32535"
"Pablo Vidal Rojas";"En contra";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32535"
"Gonzalo Winter Etcheberry";"En contra";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32535"
"Gael Yeomans Araya";"En contra";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32535"
"Miguel Ángel Calisto Águila";"Abstención";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32535"
"Pablo Lorenzini Basso";"Abstención";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32535"
"José Miguel Ortiz Novoa";"Abstención";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32535"
"Joanna Pérez Olea";"Abstención";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32535"
"Gabriel Silber Romo";"Abstención";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32535"
"Jorge Alessandri Vergara";"A favor";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32534"
"Sebastián Álvarez Ramírez";"A favor";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32534"
"Pedro Pablo Alvarez-Salamanca Ramírez";"A favor";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32534"
"Sandra Amar Mancilla";"A favor";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32534"
"Pepe Auth Stewart";"A favor";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32534"
"Nino Baltolu Rasera";"A favor";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32534"
"Ramón Barros Montero";"A favor";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32534"
"Jaime Bellolio Avaria";"A favor";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32534"
"Bernardo Berger Fett";"A favor";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32534"
"Sergio Bobadilla Muñoz";"A favor";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32534"
"Miguel Ángel Calisto Águila";"A favor";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32534"
"Álvaro Carter Fernández";"A favor";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32534"
"José Miguel Castro Bascuñán";"A favor";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32534"
"Andrés Celis Montt";"A favor";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32534"
"Sofía Cid Versalovic";"A favor";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32534"
"Juan Antonio Coloma Álamos";"A favor";"https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=32534"
